filename,ATTRIBUTE_Tray,ATTRIBUTE_Injection_Order,ATTRIBUTE_Date_Collected,ATTRIBUTE_Site,ATTRIBUTE_Bottle_Number,ATTRIBUTE_Sample_Device,ATTRIBUTE_mL_filtered,ATTRIBUTE_HPLC_number,ATTRIBUTE_Meter,ATTRIBUTE_Quad,ATTRIBUTE_Replicate,ATTRIBUTE_Sample_Type,ATTRIBUTE_Month,ATTRIBUTE_Season,ATTRIBUTE_Phase_State,ATTRIBUTE_Functional_Group,ATTRIBUTE_Color,ATTRIBUTE_Species,ATTRIBUTE_Tissue_Study
Tray_5_P_237.mzML,Tray5,295,9_8_2022,Isle_Au_Haute,8,UWWCD,1000,P_237,20,4,na,Water,September,Late_Summer,Turf,NA,NA,NA,Core_W
Tray_5_P_238.mzML,Tray5,282,9_8_2022,Isle_Au_Haute,4,UWWCD,1000,P_238,25,5,na,Water,September,Late_Summer,Turf,NA,NA,NA,Core_W
Pooled_QC_1_10uL.mzML,Tray1,6,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC
Pooled_QC_1.mzML,Tray1,5,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC
Pooled_QC_10.mzML,Tray4,207,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC
Pooled_QC_11.mzML,Tray4,230,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC
Pooled_QC_12.mzML,Tray4,247,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC
Pooled_QC_13.mzML,Tray5,270,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC
Pooled_QC_14.mzML,Tray5,288,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC
Pooled_QC_15.mzML,Tray5,302,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC
Pooled_QC_2.mzML,Tray1,22,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC
Pooled_QC_3.mzML,Tray1,48,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC
Pooled_QC_4.mzML,Tray2,82,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC
Pooled_QC_5.mzML,Tray2,99,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC
Pooled_QC_6.mzML,Tray2,121,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC
Pooled_QC_7.mzML,Tray3,144,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC
Pooled_QC_8.mzML,Tray3,163,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC
Pooled_QC_9.mzML,Tray3,184,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC
T_Pooled_QC_1.mzML,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC
T_Pooled_QC_10.mzML,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC,Pooled_QC
T_Pooled_QC_11.mzML,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC
T_Pooled_QC_12.mzML,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC
T_Pooled_QC_13.mzML,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC
T_Pooled_QC_14.mzML,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC
T_Pooled_QC_15.mzML,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC
T_Pooled_QC_16.mzML,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC
T_Pooled_QC_17.mzML,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC
T_Pooled_QC_18.mzML,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC
T_Pooled_QC_2.mzML,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC
T_Pooled_QC_3.mzML,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC
T_Pooled_QC_4.mzML,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC
T_Pooled_QC_5.mzML,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC
T_Pooled_QC_6.mzML,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC
T_Pooled_QC_7.mzML,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC
T_Pooled_QC_8.mzML,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC
T_Pooled_QC_9.mzML,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC,T_Pooled_QC
Tray_3_P_127.mzML,Tray3,160,6_29_2022,Metinic_Island,8,Bottle,670,P_127,na,na,1,Water,June,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray_3_P_128.mzML,Tray3,165,6_29_2022,Metinic_Island,4,Bottle,680,P_128,na,na,2,Water,June,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray_3_P_129.mzML,Tray3,179,6_29_2022,Metinic_Island,6,Bottle,660,P_129,na,na,3,Water,June,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray_3_P_130.mzML,Tray3,168,6_29_2022,Allen_Island,7,Bottle,700,P_130,na,na,1,Water,June,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray_3_P_131.mzML,Tray3,154,6_29_2022,Allen_Island,2,Bottle,730,P_131,na,na,2,Water,June,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray_3_P_132.mzML,Tray3,141,6_29_2022,Allen_Island,12,Bottle,750,P_132,na,na,3,Water,June,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray_3_P_134.mzML,Tray3,129,7_7_2022,Damariscove_Island,4,Bottle,780,P_134,na,na,1,Water,July,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray_3_P_135.mzML,Tray3,151,7_7_2022,Damariscove_Island,12,Bottle,800,P_135,na,na,2,Water,July,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray_3_P_136.mzML,Tray3,145,7_7_2022,Damariscove_Island,7,Bottle,760,P_136,na,na,3,Water,July,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray_3_P_138.mzML,Tray3,175,7_14_2022,Halfway_Rock,6,Bottle,680,P_138,na,na,1,Water,July,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray_3_P_139.mzML,Tray3,149,7_14_2022,Halfway_Rock,11,Bottle,710,P_139,na,na,2,Water,July,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray_3_P_140.mzML,Tray3,171,7_14_2022,Halfway_Rock,12,Bottle,690,P_140,na,na,3,Water,July,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray_3_P_142.mzML,Tray3,128,7_27_2022,Allen_Island,4,Bottle,770,P_142,na,na,1,Water,July,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray_3_P_143.mzML,Tray3,159,7_27_2022,Allen_Island,13,Bottle,770,P_143,na,na,2,Water,July,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray_3_P_144.mzML,Tray3,140,7_27_2022,Allen_Island,5,Bottle,770,P_144,na,na,3,Water,July,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray_3_P_145.mzML,Tray3,135,7_27_2022,Metinic_Island,no_Number,Bottle,780,P_145,na,na,1,Water,July,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray_3_P_146.mzML,Tray3,181,7_27_2022,Metinic_Island,1,Bottle,770,P_146,na,na,2,Water,July,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray_3_P_147.mzML,Tray3,139,7_27_2022,Metinic_Island,2,Bottle,750,P_147,na,na,3,Water,July,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray_5_P_240.mzML,Tray5,280,9_13_2022,Damariscove_Island,25,Bottle,770,P_240,na,na,1,Water,September,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray_5_P_241.mzML,Tray5,298,9_13_2022,Damariscove_Island,14,Bottle,760,P_241,na,na,2,Water,September,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray_5_P_242.mzML,Tray5,253,9_13_2022,Damariscove_Island,22,Bottle,780,P_242,na,na,3,Water,September,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray_5_P_244.mzML,Tray5,274,9_16_2022,Halfway_Rock,20,Bottle,740,P_244,na,na,1,Water,September,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray_5_P_245.mzML,Tray5,292,9_16_2022,Halfway_Rock,13,Bottle,710,P_245,na,na,2,Water,September,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray_5_P_246.mzML,Tray5,267,9_16_2022,Halfway_Rock,7,Bottle,710,P_246,na,na,3,Water,September,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray_5_P_248.mzML,Tray5,289,5_24_2022,Allen_Island,13,UWWCD,1000,P_248,10,1,na,Water,October,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray_5_P_249.mzML,Tray5,256,8_25_2022,Metinic_Island,11,Bottle,720,P_249,na,na,1,Water,October,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray_5_P_250.mzML,Tray5,264,8_25_2022,Metinic_Island,5,Bottle,730,P_250,na,na,2,Water,October,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray_5_P_251.mzML,Tray5,262,8_25_2022,Metinic_Island,2,Bottle,740,P_251,na,na,3,Water,October,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_1.mzML,Tray1,56,3_10_2022,Allen_Island,2,Bottle,860,P_1,na,na,1,Water,March,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_13.mzML,Tray1,17,3_19_2022,Damariscove_Island,1,Bottle,860,P_13,na,na,1,Water,March,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_14.mzML,Tray1,59,3_19_2022,Damariscove_Island,5,Bottle,830,P_14,na,na,2,Water,March,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_15.mzML,Tray1,49,3_19_2022,Damariscove_Island,12,Bottle,810,P_15,na,na,3,Water,March,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_17.mzML,Tray1,29,4_13_2022,Metinic_Island,1,Bottle,660,P_17,na,na,1,Water,April,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_18.mzML,Tray1,9,4_13_2022,Metinic_Island,2,Bottle,650,P_18,na,na,2,Water,April,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_19.mzML,Tray1,53,4_13_2022,Metinic_Island,13,Bottle,680,P_19,na,na,3,Water,April,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_2.mzML,Tray1,7,3_10_2022,Allen_Island,6,Bottle,860,P_2,na,na,2,Water,March,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_21.mzML,Tray1,60,4_18_2022,Halfway_Rock,11,Bottle,730,P_21,na,na,na,Water,April,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_22.mzML,Tray1,55,4_18_2022,Halfway_Rock,14,Bottle,700,P_22,na,na,na,Water,April,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_23.mzML,Tray1,12,4_18_2022,Halfway_Rock,12,Bottle,690,P_23,na,na,na,Water,April,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_24.mzML,Tray1,26,4_18_2022,Halfway_Rock,6,Bottle,670,P_24,na,na,na,Water,April,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_25.mzML,Tray1,51,4_18_2022,Halfway_Rock,No_Number,Bottle,670,P_25,na,na,na,Water,April,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_26.mzML,Tray1,35,4_18_2022,Halfway_Rock,5,Bottle,690,P_26,na,na,na,Water,April,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_27.mzML,Tray1,30,4_18_2022,Halfway_Rock,4,UWWCD,1000,P_27,na,na,na,Water,April,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_28.mzML,Tray1,62,4_18_2022,Halfway_Rock,1,UWWCD,1000,P_28,na,na,na,Water,April,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_29.mzML,Tray1,37,4_18_2022,Halfway_Rock,7,UWWCD,1000,P_29,na,na,na,Water,April,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_3.mzML,Tray1,28,3_10_2022,Allen_Island,1,Bottle,860,P_3,na,na,3,Water,March,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_30.mzML,Tray1,15,4_18_2022,Halfway_Rock,5,UWWCD,1000,P_30,na,na,na,Water,April,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_31.mzML,Tray1,36,4_18_2022,Halfway_Rock,2,UWWCD,1000,P_31,na,na,na,Water,April,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_32.mzML,Tray1,27,4_18_2022,Halfway_Rock,3,UWWCD,1000,P_32,na,na,na,Water,April,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_34.mzML,Tray1,38,4_25_2022,Allen_Island,5,Bottle,850,P_34,na,na,1,Water,April,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_35.mzML,Tray1,40,4_25_2022,Allen_Island,12,Bottle,850,P_35,na,na,2,Water,April,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_36.mzML,Tray1,64,4_25_2022,Allen_Island,No_Number,Bottle,850,P_36,na,na,3,Water,April,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_38.mzML,Tray1,34,4_27_2022,Damariscove_Island,4,Bottle,730,P_38,na,na,1,Water,April,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_39.mzML,Tray1,31,4_27_2022,Damariscove_Island,7,Bottle,710,P_39,na,na,2,Water,April,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_4.mzML,Tray1,52,3_10_2022,Metinic_Island,5,Bottle,880,P_4,na,na,1,Water,March,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_40.mzML,Tray1,18,4_27_2022,Damariscove_Island,8,Bottle,700,P_40,na,na,3,Water,April,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_42.mzML,Tray1,42,5_16_2022,Metinic_Island,6,Bottle,790,P_42,na,na,1,Water,May,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_43.mzML,Tray1,63,5_16_2022,Metinic_Island,11,Bottle,800,P_43,na,na,2,Water,May,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_44.mzML,Tray1,65,5_16_2022,Metinic_Island,14,Bottle,800,P_44,na,na,3,Water,May,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_5.mzML,Tray1,44,3_10_2022,Metinic_Island,4,Bottle,860,P_5,na,na,2,Water,March,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_7.mzML,Tray1,43,3_11_2022,Halfway_Rock,8,Bottle,730,P_7,na,na,1,Water,March,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_8.mzML,Tray1,24,3_11_2022,Halfway_Rock,14,Bottle,740,P_8,na,na,2,Water,March,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray1_P_9.mzML,Tray1,57,3_11_2022,Halfway_Rock,11,Bottle,730,P_9,na,na,3,Water,March,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray2_P_84.mzML,Tray2,118,6_6_2022,Halfway_Rock,4,Bottle,690,P_84,na,na,1,Water,June,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray2_P_85.mzML,Tray2,91,6_6_2022,Halfway_Rock,3,Bottle,690,P_85,na,na,2,Water,June,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
Tray2_P_86.mzML,Tray2,114,6_6_2022,Halfway_Rock,8,Bottle,690,P_86,na,na,3,Water,June,Time_Series,Time_Series,NA,NA,NA,Time_Series_W
100.mzML,NA,NA,8_22_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,August,Late_Season,Turf,Red_Blade,Red,Chondrus_crispus,Timeseries_T
101.mzML,NA,NA,8_19_2022,Damariscove_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,August,Late_Season,Turf,Kelp,Brown,Alaria_esculenta,Timeseries_T
102.mzML,NA,NA,6_14_2022,Ram_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,June,Early_Season,Kelp,Kelp,Brown,Sacchrina_latissima,Timeseries_T
103.mzML,NA,NA,9_1_2022,Little_Drisko,NA,NA,NA,NA,NA,NA,NA,Tissue,September,Late_Season,Kelp,Red_Filament,Red,Polysiphonia_stricta,Timeseries_T
104.mzML,NA,NA,8_19_2022,Damariscove_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,August,Late_Season,Turf,Brwon_tube,Brown,Codium_fragilum,Timeseries_T
104E.mzML,NA,NA,6_29_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,June,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
105.mzML,NA,NA,6_14_2022,Ram_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,June,Early_Season,Kelp,Red_Filament,Red,Polysiphonia_stricta,Timeseries_T
105E.mzML,NA,NA,6_29_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,June,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
106.mzML,NA,NA,8_19_2022,Damariscove_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,August,Late_Season,Turf,Coralline,Red,Corallina_officinalis,Timeseries_T
107.mzML,NA,NA,8_19_2022,Damariscove_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,August,Late_Season,Turf,Kelp,Brown,Agarum_clathrathum,Timeseries_T
108.mzML,NA,NA,8_19_2022,Damariscove_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,August,Late_Season,Turf,Red_Filament,Red,Bonnemaisonia_hamifera,Timeseries_T
109.mzML,NA,NA,8_22_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,August,Late_Season,Turf,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
10E.mzML,NA,NA,4_25_2022,Allen_Island,NA,NA,NA,NA,NA,NA,NA,Tissue,April,NA,NA,Red_Blade,Red,Chondrus_crispus,Timeseries_T
11.mzML,NA,NA,5_19_2022,Halfway_Rock,NA,NA,NA,NA,NA,NA,NA,Tissue,May,Early_Season,Turf,Desmerestia,Brown,Desmerestia_viridis,Timeseries_T
110.mzML,NA,NA,6_16_2022,Little_Drisko,NA,NA,NA,NA,NA,NA,NA,Tissue,June,Early_Season,Kelp,Desmerestia,Brown,Desmerestia_viridis,Timeseries_T
110E.mzML,NA,NA,6_29_2022,Metinic,NA,NA,NA,NA,NA,NA,NA,Tissue,June,NA,NA,Red_Filament,Red,Dasysiponia_japonica,Timeseries_T
